disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,severity_impact
Natural Disaster,Pharmaceuticals,1,Asia-Pacific,Medium,0,2,20.8,1620369.21,Customer Delay,1,3,72,1,41.6
Natural Disaster,Automotive,1,South America,Large,1,3,24.7,3915588.14,Combined Strategy,3,7,62,1,74.1
Port Congestion,Electronics,2,Europe,Medium,1,1,2.7,72258.72,Alternative Supplier,1,13,23,0,2.7
Geopolitical,Electronics,3,Europe,Small,0,4,38.7,135898.99,Production Reroute,25,139,308,0,154.8
Natural Disaster,Automotive,1,Asia-Pacific,Medium,1,2,36.3,900005.36,Alternative Supplier,1,20,46,0,72.6
Cyber Attack,Automotive,2,North America,Large,0,4,46.4,11470634.45,Combined Strategy,1,14,92,1,185.6
Geopolitical,Automotive,2,Asia-Pacific,Large,0,3,45.9,21806500.24,Alternative Supplier,24,86,153,0,137.7
Labor Strike,Electronics,1,North America,Medium,1,1,1.6,49894.43,Customer Delay,5,3,16,0,1.6
Factory Incident,Pharmaceuticals,2,North America,Medium,1,3,36.4,731375.53,Alternative Supplier,3,3,19,0,109.19999999999999
Cyber Attack,Automotive,3,Asia-Pacific,Medium,1,3,29.1,2512422.38,Alternative Supplier,3,23,50,0,87.30000000000001
Port Congestion,Electronics,4,Asia-Pacific,Medium,0,2,14.9,681517.21,Inventory Buffer,6,25,52,1,29.8
Labor Strike,Electronics,1,North America,Small,1,1,23.3,195407.58,Alternative Supplier,1,5,39,0,23.3
Cyber Attack,Automotive,1,Asia-Pacific,Large,1,3,43.9,2505437.68,Production Reroute,1,27,113,0,131.7
Port Congestion,Aerospace,2,North America,Medium,1,2,30.8,3996385.1,Alternative Supplier,3,3,48,0,61.6
Port Congestion,Consumer Goods,2,South America,Small,1,3,23.5,162637.14,Alternative Supplier,6,22,67,0,70.5
Cyber Attack,Electronics,1,Asia-Pacific,Small,0,5,67.8,1106897.21,Combined Strategy,12,84,246,0,339.0
Geopolitical,Consumer Goods,2,Asia-Pacific,Small,0,1,9.6,80109.14,Production Reroute,1,3,11,0,9.6
Geopolitical,Consumer Goods,2,Africa/Middle East,Medium,0,3,69.2,4031623.17,Production Reroute,1,62,128,0,207.60000000000002
Labor Strike,Electronics,2,Europe,Small,1,3,25.3,39856.04,Production Reroute,3,11,16,0,75.9
Labor Strike,Pharmaceuticals,1,South America,Small,0,3,53.1,1616135.71,Production Reroute,3,35,96,0,159.3
Cyber Attack,Automotive,4,Africa/Middle East,Medium,1,5,45.3,1133205.97,Combined Strategy,1,130,209,0,226.5
Geopolitical,Pharmaceuticals,3,North America,Small,0,3,52.0,709723.53,Customer Delay,2,27,65,0,156.0
Factory Incident,Automotive,3,Asia-Pacific,Medium,1,1,5.2,70789.75,Inventory Buffer,2,12,27,0,5.2
Labor Strike,Electronics,1,North America,Large,1,3,50.7,11428451.35,Alternative Supplier,4,32,37,0,152.10000000000002
Labor Strike,Pharmaceuticals,2,Africa/Middle East,Small,1,3,50.9,1082606.11,Combined Strategy,1,11,27,1,152.7
Natural Disaster,Electronics,4,Asia-Pacific,Medium,1,2,5.5,58123.39,Alternative Supplier,1,16,25,0,11.0
Natural Disaster,Automotive,2,Europe,Large,0,2,26.8,4555637.11,Inventory Buffer,4,45,89,1,53.6
Geopolitical,Automotive,1,Asia-Pacific,Small,0,3,38.4,520426.44,Inventory Buffer,1,8,26,0,115.19999999999999
Labor Strike,Electronics,2,Asia-Pacific,Small,1,3,34.7,61894.25,Alternative Supplier,6,23,40,0,104.10000000000001
Factory Incident,Aerospace,1,Europe,Large,1,3,35.9,24500526.01,Alternative Supplier,6,3,112,0,107.69999999999999
Geopolitical,Aerospace,1,Asia-Pacific,Medium,1,3,42.1,1118012.75,Alternative Supplier,5,23,71,0,126.30000000000001
Port Congestion,Consumer Goods,1,Asia-Pacific,Medium,1,3,36.6,1219494.68,Alternative Supplier,1,13,34,0,109.80000000000001
Port Congestion,Pharmaceuticals,4,Asia-Pacific,Large,1,2,20.4,1587614.19,Customer Delay,5,15,42,0,40.8
Geopolitical,Aerospace,1,North America,Medium,0,2,55.5,5564689.42,Customer Delay,7,13,37,0,111.0
Port Congestion,Automotive,1,Asia-Pacific,Medium,1,3,48.8,2018735.14,Alternative Supplier,1,29,41,0,146.39999999999998
Natural Disaster,Consumer Goods,3,Europe,Large,0,4,37.3,865271.89,Combined Strategy,9,41,234,0,149.2
Cyber Attack,Consumer Goods,3,Asia-Pacific,Large,0,4,54.0,3940533.23,Production Reroute,11,114,174,0,216.0
Cyber Attack,Aerospace,3,North America,Medium,1,3,39.5,2480814.09,Alternative Supplier,4,74,105,0,118.5
Geopolitical,Pharmaceuticals,2,Asia-Pacific,Small,1,1,32.1,669157.76,Alternative Supplier,2,5,14,0,32.1
Port Congestion,Electronics,3,North America,Large,1,4,42.5,4151988.56,Alternative Supplier,1,32,71,0,170.0
Natural Disaster,Automotive,2,Asia-Pacific,Medium,1,4,54.2,1352754.05,Alternative Supplier,4,41,114,0,216.8
Cyber Attack,Aerospace,1,Asia-Pacific,Small,1,5,62.0,1708425.78,Production Reroute,1,81,115,1,310.0
Labor Strike,Aerospace,1,Asia-Pacific,Medium,0,2,34.5,1390702.11,Inventory Buffer,2,8,32,1,69.0
Labor Strike,Consumer Goods,1,Asia-Pacific,Large,0,2,8.0,427803.17,Customer Delay,11,43,130,0,16.0
Port Congestion,Electronics,3,Asia-Pacific,Small,0,1,13.1,307057.98,Production Reroute,3,48,74,0,13.1
Geopolitical,Electronics,1,Europe,Small,0,3,42.5,487607.33,Production Reroute,10,41,120,0,127.5
Factory Incident,Electronics,1,Asia-Pacific,Small,0,3,54.4,709815.42,Inventory Buffer,1,23,97,0,163.2
Natural Disaster,Automotive,3,Africa/Middle East,Medium,0,4,52.2,1096486.51,Combined Strategy,4,41,112,1,208.8
Port Congestion,Automotive,3,Europe,Medium,0,3,28.7,1945234.18,Customer Delay,13,82,195,0,86.1
Port Congestion,Automotive,1,Asia-Pacific,Large,1,3,50.4,5124127.77,Alternative Supplier,9,39,50,1,151.2
Cyber Attack,Automotive,2,North America,Medium,0,3,30.6,16579979.43,Production Reroute,5,7,48,0,91.80000000000001
Labor Strike,Pharmaceuticals,1,Asia-Pacific,Medium,0,1,13.9,2385955.78,Inventory Buffer,1,4,24,1,13.9
Port Congestion,Electronics,2,Europe,Medium,1,1,1.0,78074.9,Alternative Supplier,1,12,27,0,1.0
Natural Disaster,Electronics,1,North America,Small,1,3,43.2,127092.98,Alternative Supplier,3,29,80,0,129.60000000000002
Port Congestion,Electronics,1,Asia-Pacific,Small,0,1,24.6,48429.39,Inventory Buffer,2,9,27,0,24.6
Natural Disaster,Electronics,1,Asia-Pacific,Small,0,1,1.0,10000.0,Production Reroute,2,7,68,0,1.0
Geopolitical,Electronics,3,Asia-Pacific,Medium,1,4,48.3,2321964.7,Alternative Supplier,4,25,36,1,193.2
Port Congestion,Aerospace,4,Asia-Pacific,Medium,1,5,52.1,2310595.94,Customer Delay,3,92,175,1,260.5
Geopolitical,Electronics,2,Asia-Pacific,Large,1,2,45.5,3665582.11,Inventory Buffer,4,34,39,1,91.0
Factory Incident,Consumer Goods,3,North America,Small,1,3,17.0,179779.56,Alternative Supplier,1,88,126,0,51.0
Port Congestion,Aerospace,2,Asia-Pacific,Small,0,2,26.3,719623.06,Production Reroute,1,52,93,1,52.6
Labor Strike,Electronics,1,Asia-Pacific,Large,1,2,37.6,1320247.88,Alternative Supplier,1,39,57,0,75.2
Factory Incident,Electronics,2,Europe,Medium,0,1,1.0,33887.41,Alternative Supplier,3,3,78,0,1.0
Labor Strike,Aerospace,4,Asia-Pacific,Small,0,3,14.8,185351.47,Production Reroute,1,87,116,0,44.400000000000006
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Large,1,2,24.4,4824404.51,Alternative Supplier,1,17,22,0,48.8
Labor Strike,Electronics,1,Asia-Pacific,Large,0,3,54.2,5662183.81,Production Reroute,1,37,231,0,162.60000000000002
Cyber Attack,Consumer Goods,3,North America,Medium,0,1,9.8,124903.88,Customer Delay,1,13,57,0,9.8
Geopolitical,Aerospace,1,Asia-Pacific,Medium,1,4,57.3,3820063.71,Alternative Supplier,2,60,121,1,229.2
Labor Strike,Pharmaceuticals,2,Asia-Pacific,Small,1,2,25.5,360500.46,Customer Delay,3,46,71,0,51.0
Factory Incident,Consumer Goods,2,Asia-Pacific,Small,1,3,35.1,261852.89,Alternative Supplier,1,18,55,0,105.30000000000001
Labor Strike,Aerospace,1,Asia-Pacific,Medium,1,3,34.1,4805320.03,Alternative Supplier,1,7,23,0,102.30000000000001
Labor Strike,Aerospace,2,South America,Medium,1,1,19.6,7196641.49,Alternative Supplier,1,7,27,0,19.6
Labor Strike,Automotive,2,Asia-Pacific,Medium,1,2,30.0,1244102.49,Alternative Supplier,1,73,109,0,60.0
Labor Strike,Electronics,2,South America,Small,0,2,28.5,107467.78,Inventory Buffer,9,15,35,0,57.0
Labor Strike,Aerospace,3,Asia-Pacific,Medium,0,2,11.1,581495.32,Production Reroute,3,20,74,1,22.2
Cyber Attack,Consumer Goods,4,Africa/Middle East,Medium,1,4,26.5,234751.3,Alternative Supplier,1,40,97,0,106.0
Geopolitical,Aerospace,1,North America,Medium,1,2,32.6,2872709.51,Inventory Buffer,2,15,73,1,65.2
Factory Incident,Consumer Goods,4,Asia-Pacific,Medium,0,1,19.4,166616.1,Inventory Buffer,1,21,43,0,19.4
Geopolitical,Consumer Goods,3,Asia-Pacific,Large,1,3,10.8,568453.07,Alternative Supplier,3,65,120,0,32.400000000000006
Factory Incident,Automotive,1,South America,Large,1,4,56.5,4188233.81,Alternative Supplier,1,25,118,0,226.0
Geopolitical,Pharmaceuticals,1,South America,Medium,1,3,32.9,1347837.36,Alternative Supplier,9,24,33,1,98.69999999999999
Port Congestion,Consumer Goods,2,South America,Medium,1,3,47.9,1289784.84,Inventory Buffer,14,14,77,1,143.7
Port Congestion,Consumer Goods,3,South America,Medium,1,1,9.8,107917.5,Alternative Supplier,9,14,24,0,9.8
Geopolitical,Automotive,2,Europe,Medium,0,2,40.8,5572131.27,Production Reroute,1,10,25,1,81.6
Cyber Attack,Consumer Goods,2,Europe,Medium,0,4,55.4,1039094.4,Production Reroute,1,73,126,1,221.6
Geopolitical,Automotive,4,North America,Small,1,4,37.8,428853.38,Alternative Supplier,1,40,88,0,151.2
Port Congestion,Consumer Goods,1,Africa/Middle East,Small,1,1,16.5,37015.88,Alternative Supplier,2,14,22,0,16.5
Geopolitical,Electronics,3,Europe,Large,0,4,29.3,4270056.39,Combined Strategy,10,49,187,0,117.2
Factory Incident,Electronics,2,North America,Medium,1,2,34.9,688116.53,Alternative Supplier,6,10,37,0,69.8
Port Congestion,Automotive,1,Europe,Medium,1,1,1.0,27323.25,Customer Delay,2,3,20,1,1.0
Labor Strike,Pharmaceuticals,2,North America,Medium,0,3,42.5,5855074.15,Customer Delay,1,57,88,0,127.5
Labor Strike,Automotive,3,Asia-Pacific,Small,1,3,35.9,537738.72,Alternative Supplier,1,37,55,0,107.69999999999999
Port Congestion,Automotive,4,North America,Medium,0,1,1.0,44928.71,Production Reroute,1,15,43,0,1.0
Port Congestion,Automotive,3,Asia-Pacific,Small,0,3,24.1,554091.25,Production Reroute,3,79,218,1,72.30000000000001
Cyber Attack,Consumer Goods,1,Asia-Pacific,Medium,1,3,44.1,1111730.24,Alternative Supplier,1,25,48,0,132.3
Geopolitical,Consumer Goods,1,Asia-Pacific,Large,1,2,30.2,1869810.96,Customer Delay,2,16,33,1,60.4
Natural Disaster,Consumer Goods,2,North America,Small,1,4,42.4,300380.36,Alternative Supplier,1,20,56,0,169.6
Cyber Attack,Pharmaceuticals,1,Europe,Small,0,2,30.5,343297.15,Combined Strategy,4,16,198,0,61.0
Geopolitical,Aerospace,1,North America,Large,1,3,39.4,11387443.13,Alternative Supplier,1,31,55,0,118.19999999999999
Natural Disaster,Consumer Goods,4,Africa/Middle East,Small,1,3,33.2,43633.16,Alternative Supplier,1,56,110,0,99.60000000000001
Geopolitical,Aerospace,1,North America,Large,0,1,1.0,133751.72,Inventory Buffer,6,16,47,0,1.0
Port Congestion,Automotive,2,North America,Large,1,3,34.3,7751847.18,Alternative Supplier,1,37,103,0,102.89999999999999
Labor Strike,Electronics,3,North America,Large,1,1,1.0,366027.11,Alternative Supplier,1,6,37,0,1.0
Geopolitical,Electronics,2,North America,Large,1,5,58.2,3462274.88,Alternative Supplier,7,9,65,0,291.0
Geopolitical,Aerospace,2,Asia-Pacific,Medium,0,2,30.8,990424.17,Alternative Supplier,28,35,58,1,61.6
Factory Incident,Pharmaceuticals,1,Asia-Pacific,Medium,0,1,29.4,2236750.23,Customer Delay,7,17,38,0,29.4
Natural Disaster,Electronics,1,North America,Medium,1,1,27.7,1015164.71,Alternative Supplier,1,6,41,0,27.7
Natural Disaster,Automotive,3,Asia-Pacific,Large,1,2,20.4,4358516.96,Alternative Supplier,1,13,35,0,40.8
Port Congestion,Electronics,1,Europe,Small,0,1,26.9,333644.15,Inventory Buffer,3,3,13,0,26.9
Geopolitical,Aerospace,2,Africa/Middle East,Medium,1,3,30.7,5338315.97,Production Reroute,2,15,58,0,92.1
Natural Disaster,Automotive,4,South America,Large,1,1,1.0,343501.9,Alternative Supplier,6,12,34,0,1.0
Labor Strike,Electronics,3,Africa/Middle East,Medium,0,3,33.5,2136199.05,Customer Delay,1,19,75,0,100.5
Cyber Attack,Electronics,3,South America,Medium,0,2,25.5,370131.26,Production Reroute,1,17,45,1,51.0
Geopolitical,Automotive,2,North America,Small,1,2,37.0,567390.84,Alternative Supplier,8,12,18,0,74.0
Geopolitical,Automotive,1,Asia-Pacific,Small,0,3,45.2,3033004.22,Production Reroute,6,3,98,1,135.60000000000002
Labor Strike,Pharmaceuticals,2,Asia-Pacific,Medium,0,2,22.1,1130158.03,Alternative Supplier,12,28,56,1,44.2
Natural Disaster,Electronics,1,South America,Medium,0,4,60.8,2410799.87,Combined Strategy,14,9,28,0,243.2
Port Congestion,Electronics,2,Asia-Pacific,Large,0,3,38.6,6699387.88,Inventory Buffer,4,55,131,0,115.80000000000001
Port Congestion,Consumer Goods,3,Asia-Pacific,Medium,1,2,17.7,471403.12,Alternative Supplier,1,10,41,0,35.4
Geopolitical,Consumer Goods,3,Asia-Pacific,Medium,1,2,35.2,916765.83,Production Reroute,1,22,45,0,70.4
Port Congestion,Consumer Goods,2,Europe,Medium,1,1,11.5,182104.19,Customer Delay,1,3,43,0,11.5
Cyber Attack,Consumer Goods,2,Africa/Middle East,Small,0,3,28.7,104829.05,Inventory Buffer,4,33,162,1,86.1
Cyber Attack,Electronics,1,Asia-Pacific,Medium,0,5,77.7,1645285.92,Combined Strategy,10,75,260,1,388.5
Labor Strike,Pharmaceuticals,3,Europe,Small,0,4,40.4,503518.2,Combined Strategy,4,46,62,0,161.6
Geopolitical,Automotive,1,Asia-Pacific,Large,1,3,40.3,14010864.62,Alternative Supplier,1,12,28,0,120.89999999999999
Port Congestion,Consumer Goods,3,North America,Small,0,3,6.6,33072.18,Production Reroute,13,23,44,0,19.799999999999997
Port Congestion,Automotive,2,Africa/Middle East,Small,1,1,12.1,75878.32,Production Reroute,4,26,55,0,12.1
Port Congestion,Aerospace,2,Asia-Pacific,Medium,0,1,13.4,541242.55,Production Reroute,9,12,43,0,13.4
Cyber Attack,Consumer Goods,3,Asia-Pacific,Large,1,4,44.9,3298155.69,Alternative Supplier,5,52,195,1,179.6
Port Congestion,Automotive,3,Asia-Pacific,Large,1,1,14.1,1102782.8,Alternative Supplier,1,12,33,1,14.1
Labor Strike,Consumer Goods,2,Asia-Pacific,Small,0,2,22.0,303663.58,Alternative Supplier,2,20,116,1,44.0
Labor Strike,Electronics,3,North America,Small,0,3,31.1,465281.63,Combined Strategy,1,52,97,0,93.30000000000001
Geopolitical,Consumer Goods,2,North America,Medium,1,2,21.3,349129.32,Alternative Supplier,12,3,67,1,42.6
Natural Disaster,Automotive,3,Asia-Pacific,Small,0,5,35.9,126798.2,Combined Strategy,14,30,161,0,179.5
Port Congestion,Consumer Goods,1,Asia-Pacific,Medium,1,2,25.9,467442.27,Customer Delay,2,24,34,0,51.8
Natural Disaster,Pharmaceuticals,1,North America,Medium,1,3,51.6,2211235.57,Alternative Supplier,1,27,32,0,154.8
Natural Disaster,Electronics,1,Asia-Pacific,Medium,0,3,43.0,777363.3,Inventory Buffer,1,23,77,0,129.0
Factory Incident,Consumer Goods,2,Asia-Pacific,Small,1,3,35.4,81163.57,Alternative Supplier,1,24,114,0,106.19999999999999
Cyber Attack,Pharmaceuticals,1,Africa/Middle East,Medium,0,2,40.9,2137967.97,Inventory Buffer,2,3,173,0,81.8
Labor Strike,Consumer Goods,2,Asia-Pacific,Medium,0,3,37.4,286359.75,Inventory Buffer,3,20,58,0,112.19999999999999
Geopolitical,Aerospace,1,Asia-Pacific,Medium,1,2,51.7,4085216.9,Alternative Supplier,1,9,35,0,103.4
Cyber Attack,Electronics,2,Asia-Pacific,Small,0,4,44.2,468091.44,Production Reroute,4,40,171,1,176.8
Labor Strike,Automotive,1,North America,Medium,1,2,20.4,475865.16,Alternative Supplier,1,4,15,0,40.8
Factory Incident,Consumer Goods,1,Asia-Pacific,Small,1,3,35.3,392164.19,Alternative Supplier,4,50,119,1,105.89999999999999
Port Congestion,Automotive,2,Europe,Large,1,2,32.8,4940526.97,Alternative Supplier,4,3,22,0,65.6
Factory Incident,Automotive,1,Europe,Large,1,2,34.2,14140550.23,Alternative Supplier,1,8,51,0,68.4
Port Congestion,Electronics,1,South America,Small,0,1,23.9,111066.92,Production Reroute,7,3,15,0,23.9
Geopolitical,Consumer Goods,3,Europe,Large,0,5,44.7,2338047.8,Combined Strategy,10,27,120,0,223.5
Geopolitical,Electronics,3,North America,Large,1,3,25.8,1757860.5,Production Reroute,1,14,93,0,77.4
Labor Strike,Consumer Goods,2,Europe,Medium,1,1,1.0,10218.95,Production Reroute,3,13,18,0,1.0
Geopolitical,Pharmaceuticals,1,South America,Large,1,3,31.3,1095048.36,Alternative Supplier,7,10,34,1,93.9
Port Congestion,Electronics,2,Asia-Pacific,Small,0,1,6.6,37636.42,Production Reroute,1,16,40,0,6.6
Port Congestion,Electronics,2,North America,Small,0,1,9.9,35080.25,Inventory Buffer,4,3,8,0,9.9
Cyber Attack,Electronics,3,Asia-Pacific,Large,1,4,58.7,1170032.71,Alternative Supplier,2,67,123,0,234.8
Port Congestion,Automotive,1,North America,Large,1,1,22.9,7249075.77,Alternative Supplier,5,9,16,0,22.9
Factory Incident,Electronics,1,North America,Small,1,1,22.8,476030.13,Alternative Supplier,2,8,13,0,22.8
Port Congestion,Consumer Goods,1,Africa/Middle East,Large,1,3,54.2,5575059.91,Alternative Supplier,2,3,18,0,162.60000000000002
Labor Strike,Electronics,1,Asia-Pacific,Small,0,1,18.1,1432566.57,Inventory Buffer,3,8,17,0,18.1
Cyber Attack,Automotive,3,Africa/Middle East,Medium,1,5,47.9,2861613.08,Alternative Supplier,1,69,87,0,239.5
Port Congestion,Electronics,1,North America,Small,1,1,10.9,312785.47,Production Reroute,8,3,9,0,10.9
Geopolitical,Electronics,3,Europe,Medium,1,3,29.5,651700.61,Alternative Supplier,7,9,52,0,88.5
Natural Disaster,Aerospace,1,South America,Large,1,5,76.4,17323430.75,Alternative Supplier,13,35,183,0,382.0
Labor Strike,Pharmaceuticals,3,North America,Small,0,1,18.1,209995.78,Alternative Supplier,2,5,25,0,18.1
Factory Incident,Consumer Goods,2,Asia-Pacific,Large,0,2,28.6,2263435.59,Customer Delay,6,40,56,0,57.2
Geopolitical,Electronics,3,Asia-Pacific,Medium,1,2,14.0,1427668.5,Alternative Supplier,3,12,35,0,28.0
Port Congestion,Aerospace,1,Asia-Pacific,Medium,1,1,13.5,1079962.28,Alternative Supplier,2,6,31,0,13.5
Factory Incident,Automotive,2,Asia-Pacific,Medium,1,3,49.0,2240723.14,Alternative Supplier,1,75,118,0,147.0
Natural Disaster,Electronics,2,Europe,Small,1,1,20.6,35614.48,Alternative Supplier,4,4,12,0,20.6
Geopolitical,Electronics,2,Africa/Middle East,Medium,0,4,50.5,1389337.85,Combined Strategy,13,52,113,1,202.0
Port Congestion,Consumer Goods,1,North America,Large,1,1,12.7,837813.74,Alternative Supplier,5,6,11,1,12.7
Port Congestion,Electronics,3,Africa/Middle East,Medium,0,2,32.1,1207073.08,Production Reroute,9,27,138,0,64.2
Geopolitical,Consumer Goods,1,North America,Medium,1,5,91.2,1015772.36,Alternative Supplier,1,59,119,0,456.0
Factory Incident,Electronics,1,South America,Medium,1,3,42.7,2029437.09,Alternative Supplier,1,31,57,0,128.10000000000002
Natural Disaster,Electronics,1,South America,Medium,1,2,26.5,75535.65,Alternative Supplier,8,8,45,0,53.0
Cyber Attack,Electronics,1,North America,Large,0,2,26.2,2439319.11,Inventory Buffer,3,6,47,0,52.4
Geopolitical,Pharmaceuticals,4,Asia-Pacific,Small,1,3,39.0,393756.61,Production Reroute,5,35,129,0,117.0
Cyber Attack,Automotive,1,North America,Large,1,3,45.6,1461766.37,Alternative Supplier,1,13,49,0,136.8
Port Congestion,Automotive,4,South America,Small,0,3,31.0,393515.23,Production Reroute,1,34,179,0,93.0
Factory Incident,Automotive,1,Europe,Large,1,1,15.8,1281495.41,Alternative Supplier,1,7,12,0,15.8
Port Congestion,Electronics,3,Africa/Middle East,Medium,1,2,32.2,1942901.67,Alternative Supplier,1,9,32,0,64.4
Labor Strike,Automotive,3,Africa/Middle East,Medium,1,3,33.7,1263200.39,Production Reroute,2,65,83,0,101.10000000000001
Cyber Attack,Electronics,2,Asia-Pacific,Small,0,4,53.5,203283.86,Production Reroute,10,126,379,1,214.0
Port Congestion,Pharmaceuticals,3,North America,Medium,0,3,39.9,443672.65,Inventory Buffer,26,85,144,1,119.69999999999999
Labor Strike,Electronics,1,Asia-Pacific,Medium,1,1,33.7,2798812.02,Alternative Supplier,1,5,19,1,33.7
Port Congestion,Automotive,2,North America,Medium,1,1,1.0,10473.49,Production Reroute,1,18,23,0,1.0
Geopolitical,Electronics,1,Europe,Large,0,2,30.9,8557288.03,Inventory Buffer,1,26,37,0,61.8
Geopolitical,Electronics,4,Asia-Pacific,Small,0,2,3.7,17470.69,Customer Delay,2,45,92,1,7.4
Port Congestion,Automotive,2,Europe,Large,0,1,5.5,1816597.53,Customer Delay,2,12,20,1,5.5
Natural Disaster,Consumer Goods,3,North America,Small,0,3,35.3,199534.07,Customer Delay,13,118,156,0,105.89999999999999
Geopolitical,Consumer Goods,1,Africa/Middle East,Small,1,1,20.4,162669.34,Alternative Supplier,6,9,15,0,20.4
Port Congestion,Automotive,1,Asia-Pacific,Medium,1,2,43.0,581867.75,Alternative Supplier,3,47,57,0,86.0
Cyber Attack,Electronics,3,Europe,Medium,0,2,18.3,1538484.88,Customer Delay,13,65,126,1,36.6
Cyber Attack,Automotive,2,North America,Small,1,5,59.8,257825.44,Alternative Supplier,1,23,95,0,299.0
Port Congestion,Consumer Goods,2,South America,Small,1,3,16.9,136759.5,Alternative Supplier,1,18,71,0,50.699999999999996
Labor Strike,Pharmaceuticals,2,Asia-Pacific,Large,1,2,34.2,1851989.56,Customer Delay,3,27,62,0,68.4
Port Congestion,Aerospace,1,North America,Small,0,2,20.3,438049.24,Inventory Buffer,2,16,24,1,40.6
Labor Strike,Electronics,1,North America,Medium,0,1,18.6,392984.28,Combined Strategy,1,12,58,0,18.6
Labor Strike,Electronics,3,Africa/Middle East,Small,1,1,25.2,155963.24,Alternative Supplier,4,7,37,0,25.2
Geopolitical,Electronics,4,Asia-Pacific,Medium,0,4,28.1,613335.76,Combined Strategy,1,54,147,0,112.4
